,SIGNIFICANCE,RA,DEC,l,b,DES_FOOTPRINT,PS1_FOOTPRINT,DELVE_FOOTPRINT,DECALS_FOOTPRINT,EBV_FLAG,PMRA,PMDEC,EDR3,RR_LYRAE,NSTARS,MAG_AVG,MAG_MAX
1,9.948616982,76.1691121,-15.29554739,215.4048127,-30.38994296,FALSE,TRUE,FALSE,FALSE,FALSE,-0.002508543,0.348717185,11.10807991,TRUE,17,18.89676729,16.66712
2,9.502577782,185.9842351,-1.782402476,288.9397164,60.3400898,FALSE,TRUE,TRUE,TRUE,FALSE,-1.933992666,-1.526654436,10.10879898,TRUE,5,18.6083092,16.89397
3,14.71768761,180.0799486,-27.93920689,289.3656609,33.58234066,FALSE,FALSE,TRUE,FALSE,FALSE,-0.747031693,0.366752313,17.86355019,FALSE,27,19.60382648,16.7784
4,10.19692993,191.7431107,51.02373028,124.6645676,66.08949682,FALSE,TRUE,FALSE,TRUE,FALSE,-0.128920724,0.364628562,16.25366783,FALSE,6,19.8125035,18.087824
5,12.34537411,191.7892518,50.99253949,124.5961829,66.12187734,FALSE,TRUE,FALSE,TRUE,FALSE,-0.143317308,0.215737834,16.25366783,FALSE,15,19.68359613,17.803244
6,12.19920349,191.8048394,50.98037476,124.573182,66.13443206,FALSE,TRUE,FALSE,TRUE,FALSE,-0.162592729,0.235541536,16.25366783,FALSE,12,19.77166567,18.087824
7,9.648328781,178.6164516,-29.35126807,288.300918,31.89669715,FALSE,FALSE,TRUE,FALSE,FALSE,-0.576465724,0.373004474,16.19381714,FALSE,32,19.01330038,17.20672
8,9.902008057,196.4440766,30.81668257,83.41463632,85.1593689,FALSE,TRUE,FALSE,TRUE,FALSE,0.272314579,-0.530830625,15.80805588,FALSE,13,19.59936723,18.130821
9,9.728122711,196.4823995,30.10979708,76.93997931,85.64124539,FALSE,TRUE,FALSE,TRUE,FALSE,-2.655047922,-2.895561121,15.80805588,FALSE,6,19.9483,18.570618
10,9.507823944,118.6444242,60.8233505,156.1426645,31.07463584,FALSE,TRUE,FALSE,TRUE,FALSE,-1.511363245,-2.077098713,15.16069889,FALSE,6,19.02546217,16.310509
11,9.389964104,54.07584479,29.96964614,160.5123543,-20.62040809,FALSE,TRUE,FALSE,FALSE,TRUE,0.541433337,-0.865096884,15.06430817,FALSE,71,18.91365842,14.810927
12,12.59673309,202.9548682,40.04246805,92.55026252,74.61322738,FALSE,TRUE,FALSE,TRUE,FALSE,0.081862778,0.032212566,14.22241211,FALSE,8,19.43548888,18.655785
13,12.24351215,202.9696724,40.07530168,92.58840551,74.58000399,FALSE,TRUE,FALSE,TRUE,FALSE,0.054643408,0.077721213,14.22241211,FALSE,6,19.4569625,18.987595
